Company Name,Website,Executive First Name,Executive Last Name,Address,City,State,ZIP Code,Primary SIC Code,Executive Ethnicity,Executive Gender,Random_number
Foothills Church Of Christ,Church-Of-Christ.Org,Randy,Rankin,95 Central Ave,Searcy,AR,72143,866107,Western Europe,Male,0.004385053
Denman Avenue Baptist Church,Dabconline.Org,,,Family Life Ctr,Lufkin,TX,75901,866107,Uncoded,,0.004393539
Green Hill Church Of Christ,Greenhillchurchofchrist.Org,August,Ruff,11706 Lebanon Rd,Mount Juliet,TN,37122,866107,Western Europe,Male,0.004397883
Newbirth Christian Ctr,Newbirthstockton.Com,Charles E,Ware Sr,1234 William Moss Blvd,Stockton,CA,95206,866107,Western Europe,Male,0.004401078
First Trinity Lutheran Church,Gpcom.Net,Jacob,Bobby,402 E Main St,Bloomfield,NE,68718,866107,Western Europe,Male,0.004401548
St James Evangelical Lutheran,Stjamescoralgables.Org,,,110 Phoenetia Ave,Coral Gables,FL,33134,866107,Uncoded,,0.004405569
Iglesia De Cristo Minesterio,Iglesiadecristo.Com,,,9 Center St,Methuen,MA,1844,866107,Uncoded,,0.004422406
Ryder Memorial Presbyterian,Ryderchurch.Org,Garry Z,Cole,1008 Ryder Church Rd,Bluff City,TN,37618,866107,Western Europe,Male,0.004425296
Eastside Evangelical Lutheran,Eastsidelutheran.Org,Glen,Schmiege,2310 Independence Ln,Madison,WI,53704,866107,Western Europe,Male,0.004428225
College Church,Thecollegechurch.Org,Stephen,Behlke,48 Pomeroy Ter,Northampton,MA,1060,822101,Western Europe,Male,0.004428226
Harvest Time Assembly Of God,Nmiamiharvesttimeag.Org,Errol B,Bhola,12210 Biscayne Blvd,North Miami,FL,33181,866107,South Asian,Male,0.004467506
University Lutheran Chapel,Lutheranchapel.Org,Bill,Steinbauer,1510 Q St,Lincoln,NE,68508,866107,Western Europe,Male,0.004474847
Redeemed Christian Fellowship,Redeemedcf.Org,Walter J,Martinez,10201 N 21st Ave # 7,Phoenix,AZ,85021,866107,Hispanic,Male,0.004476547
Moosup Valley Congregational,Ucc.Org,Constance,Young,81 Moosup Valley Rd,Foster,RI,2825,866107,Western Europe,Female,0.004490946
Auburn Baptist Church,Auburnbaptistchurch.Org,Barry,Corder,115 N Lincoln St,Auburn,KY,42206,866107,Western Europe,Male,0.004499457
Bethel Baptist Church,Bethelchurchflagstaff.Org,,,4050 Lake Mary Rd,Flagstaff,AZ,86005,866107,Uncoded,,0.004500922
Antioch Christian Church,Accdecatur.Org,Steve,DE Vore,5450 Ocean Trl,Decatur,IL,62521,866107,Western Europe,Male,0.004529334
Virginia Beach-Kempsville,Kempsvillechurch.Com,Mark,Cary,4422 Princess Anne Rd,Virginia Beach,VA,23462,866107,Western Europe,Male,0.004533992
Hollister Seventh-Day,Hollisteradventist.Org,Pierre,Steenberg,2121 Sunnyslope Rd,Hollister,CA,95023,866107,Western Europe,Male,0.004534713
St Luke's Episcopal Church,Stlukesdl.Org,John,Husband,1400 Corbett Rd,Detroit Lakes,MN,56501,866107,Western Europe,Male,0.004535096
Corner Stone Assembly Of God,Sidneyag.Org,Harry E,Peterson,1028 Park St,Sidney,OH,45365,866107,Scandinavian,Male,0.004535596
University Church,Theuniversitychurchtoledo.Org,Julian A,Davies,4747 Hill Ave,Toledo,OH,43615,866107,Western Europe,Male,0.004535719
St Christopher Episcopal Chr,Stchrischurch.Org,Tom,Day,2508 St Christopher Ave,League City,TX,77573,866107,Western Europe,Male,0.004559208
Southpoint Church,Southpointchurch.Org,Keith,Jizmejian,5391 E Tulare Ave,Fresno,CA,93727,866107,Centl & SW Asian,Male,0.004565616
Christ Lutheran Church,Christjuniata.Org,Gregory,Volzke,13175 W 70th St,Juniata,NE,68955,866107,Uncoded,Male,0.004580789
Zion Lutheran Church,Zionchanute.Com,Daniel,Ramsey,1202 W Main St,Chanute,KS,66720,866107,Western Europe,Male,0.004587849
Wesbein United Methodist Chr,Wesbeinumc.Com,Paulette K,Cott,Grand & Main St,Saybrook,IL,61770,866107,Western Europe,Female,0.004594102
Lawrenceburg United Penecostal,Lawrenceburgupc.Com,Michael R,Seidenfaden,113 Dogwood Dr,Lawrenceburg,KY,40342,866107,Scandinavian,Male,0.004598065
Destiny Church Of St Louis,Destinychurchkids.Com,Jim,Stern,1809 Des Peres Rd,Saint Louis,MO,63131,866107,Not Available,Male,0.004612707
Epiphany United Methodist Chr,Epiphanyumc.Org,Doug,Damron,6635 Loveland Miamiville Rd,Loveland,OH,45140,866107,Western Europe,Male,0.004619009
Atonement Lutheran Church,Atonementlutheransa.Org,William M,Goff,735 Cedarhurst Dr,San Antonio,TX,78227,866107,Not Available,Male,0.004631505
Living Promise Fellowship,Livingpromisefellowship.Com,David,Powless,7457 N Elms Rd,Flushing,MI,48433,866107,Native American,Male,0.004635454
Global Vision Baptist Church,Globalvisionbaptist.Com,Greg,Locke,2060 Old Lebanon Dirt Rd,Mount Juliet,TN,37122,866107,Western Europe,Male,0.004638926
First Presbyterian Church,Fpcmonroenc.Org,Alissa,Isaacs,302 E Windsor St,Monroe,NC,28112,866107,Not Available,Female,0.004639442
Living Faith Bible Church,Livingfaithofcranberry.Com,Dan,Chaffin,28 Rolling Rd,Cranberry Township,PA,16066,866107,Not Available,Male,0.004647401
Salter Path United Mthdst Chr,Churchfinder.Com,David,Bratton,1200 Salter Path Rd,Atlantic Beach,NC,28512,866107,Western Europe,Male,0.004659103
Faith Lutheran Church,Faithlutheranmarysville.Org,Berni,Fricke,1000 D St,Marysville,CA,95901,866107,Western Europe,Female,0.004663553
Hope Bible Church,Hbccj.Org,James,Braden,224 Oak St,Columbus Junction,IA,52738,866107,Western Europe,Male,0.004667271
Church Of The Nazarene,Oxnardnaz.Wix.Com,Josh,Santin,1630 Saviers Rd,Oxnard,CA,93033,866107,Mediterranean,Male,0.00467059
Highland Baptist Taberncle,Highlandtab.Org,Rusty,Thomas,631 Industrial Blvd,Blue Ridge,GA,30513,866107,Western Europe,Male,0.004672998
Auburn-Opelika Korean Prsbytrn,Auokc.Org,Junmo,Jeong,1800 Rocky Brook Rd,Opelika,AL,36801,866107,Far Eastern,Male,0.004688541
Village Bible Church,Villagebible.Com,Leroy,Goertzen,12671 Buaro St,Garden Grove,CA,92840,866107,African American,Male,0.004688594
Emmanuel Assembly Of God,Ag.Org,James,Moody,430 E Skyline Ave,Geneva,AL,36340,866107,Western Europe,Male,0.004699088
North Fl Christian Svc Camp,Nfcsc.Org,Daniel,Slater,6779 Camp Rd,Keystone Heights,FL,32656,703203,Western Europe,Male,0.004710254
Hebron Batist Church,Hebronbaptistds.Com,Joe,Alain,24063 LA Highway 16,Denham Springs,LA,70726,866107,Western Europe,Male,0.00471037
Canyonville Adventist Church,Canyonville22.Adventistchurchconnect.Org,Chester H,Schurch,714 NW Frontage Rd,Canyonville,OR,97417,866107,Western Europe,Male,0.004717265
St Matthews Episcopal Day Schl,Stmattsaustin.Org,,,8134 Mesa Dr,Austin,TX,78759,821101,Uncoded,,0.004724936
Key Life Network Inc,Keylife.Org,George,Bingham,PO Box 945000,Maitland,FL,32794,866107,Western Europe,Male,0.00473445
Creekside Bible Church,Creeksidebiblechurch.Org,,,22100 SW Grahams Ferry Rd,Tualatin,OR,97062,866107,Uncoded,,0.004738403
Ellington Nazarene Church,Ellingtonnazarene.Org,Ron,Comfort,2545 Lazelle Rd,Caro,MI,48723,866107,Western Europe,Male,0.004744433
Mountain View United Mthdst,Mountainviewaz.Org,Naomi,Thede,901 S 12th St,Cottonwood,AZ,86326,866107,Western Europe,Female,0.004746045
St Mark Lutheran Church,Stmarkcape.Org,Mike,Malone,1900 Cape Lacroix Rd,Cape Girardeau,MO,63701,866107,Western Europe,Male,0.004792629
Church Of God Of Prophecy,Cogop.Org,David,Taylor,2000 S Washington St,Casper,WY,82601,866107,Western Europe,Male,0.004793697
Pleasant Valley United Mthdst,Pleasantvalleyumc.Org,Philip D,Mercer,3015 Pleasant Valley Rd,Sachse,TX,75048,866107,Western Europe,Male,0.004796082
Fellowship Baptist Church,Fellowshipofwilmington.Org,Gary,Griffin,5709 Murrayville Rd,Wilmington,NC,28405,866107,Western Europe,Male,0.004812229
Grace Bible Church Of Bend,Gracebibleofbend.Org,Michael,Morris,63945 Old Bend Redmond Hwy,Bend,OR,97703,866107,Western Europe,Male,0.004816566
Disciple Makers,Dm.Org,Bill,Dripps,365 Science Park Rd,State College,PA,16803,866107,Western Europe,Male,0.004834694
Church! Of Park Slope,Churchofparkslope.Com,Brad,Canning,326 6th St,Brooklyn,NY,11215,866107,Western Europe,Male,0.004844248
First Evangelical Lutheran Chr,First-Lutheran-Nashville.Com,Pamela,Smith,113 8th Ave S,Nashville,TN,37203,866107,Western Europe,Female,0.004852755
Wheaton Wesleyan Church,Trunkortreatwheaton.Net,Josh,Howard,1300 S President St,Wheaton,IL,60189,866107,Western Europe,Male,0.00485979
Abundant Life Ministries,Hotelbnb.Lpages.Co,Lani,Larrua,68-1845 Waikoloa Rd # 112,Waikoloa,HI,96738,866107,Uncoded,Female,0.004860857
First United Methodist Church,Fumc-Canadian.Org,Danny Keith,Sanders,520 Main St,Canadian,TX,79014,866107,Western Europe,Male,0.004872898
Zion Lutheran Church,Zionharrisburg.Org,Michael,Heckathorn,15 S 4th St,Harrisburg,PA,17101,866107,Uncoded,Male,0.004873255
Rivers Of Life Christian Ctr,Riversoflifegb.Com,John,Dessart,522 Orlando Dr,De Pere,WI,54115,866107,Western Europe,Male,0.0048799
Morgan United Church,Themorganchurch.Com,,,14 Meade Hl,Morgan,VT,5853,866107,Uncoded,,0.00489157
University Baptist Chr-Sn Antn,Ubcsa.Org,Randall L,Bales,6465 Babcock Rd,San Antonio,TX,78249,822101,Western Europe,Male,0.004893045
First Presbyterian Church,Fpcjackson.Org,Rollin,Haynes,301 2nd Ave SE,Pipestone,MN,56164,866107,Western Europe,Male,0.004894854
Mineral City United Mthdst Chr,Umc.Org,Robert L,Smith,4821 Davis St,Mineral City,OH,44656,866107,Western Europe,Male,0.004902804
Tanglewood Church Of Christ,Tanglewoodcofc.Org,Richard,Cravy,1329 Tanglewood Ln,Odessa,TX,79761,866107,Uncoded,Male,0.004905148
Apostolic Assembly Of Jesus,Bodyofjesus.Org,Buck,Martin,39322 Dudley Ave,Soldotna,AK,99669,866107,Western Europe,Male,0.004915958
Coleman Avenue Chr Of Christ,Colemanavenuechurchofchrist.Org,,,3380 Coleman Ave,Memphis,TN,38122,866107,Uncoded,,0.004943523
Fellowship Baptist Church,Fellowshipchurch.Net,,,11480 Gulfcrest Rd,Chunchula,AL,36521,866107,Uncoded,,0.004947693
Wisner United Mthdst Chr-Chrst,Faithfellowshipparish.Org,Coral E,Parmenter,916 Avenue F,Wisner,NE,68791,866107,Western Europe,Male,0.004948246
Delta Fellowship Church,Deltafellowship.Org,Chris,Richey,276 Richmond Hl,West Helena,AR,72390,866107,Western Europe,Male,0.004948299
Church Of Christ,Church-Of-Christ.Org,Lawrence,Barr,225 E Pike Rd,Indiana,PA,15701,866107,Western Europe,Male,0.004983366
Messiah Church,Mymessiahchurch.Org,Doug,Davis,2072 Fairview Ave,Prattville,AL,36066,866107,Western Europe,Male,0.004984411
Louisburg United Methodist Chr,Louisburgumc.Org,Robert,Walters,249 N Metcalf Rd,Louisburg,KS,66053,866107,Western Europe,Male,0.004993705
First Christian Church,Fcc-Online.Org,Conrad,Aueo,1516 Jones St,Monessen,PA,15062,866106,Uncoded,Male,0.00499851
Grace Baptist Church,Graceinrochester.Org,Bruce,Oyen,19136 Loganberry St SW,Rochester,WA,98579,866107,Uncoded,Male,0.005001806
Moreno Hills Seventh-Day,Morenohillssda.Org,Kenneth,Cox,13281 Lasselle St,Moreno Valley,CA,92553,866107,Western Europe,Male,0.005002983
Zion Lutheran Church,Zionvv.Org,Michael A,Glowinski,15342 Jeraldo Dr,Victorville,CA,92394,866107,Eastern European,Male,0.005005819
Peace Lutheran Church,Peacehewitt.Org,Stephen,Rynearson,9301 Pantherway,Waco,TX,76712,866107,Western Europe,Male,0.005009138
Hampstead Congregational Chr,Ucc.Org,Ed,Koonz,61 Main St,Hampstead,NH,3841,866107,Western Europe,Male,0.005017399
Northside Church Of Christ,Bncc.Info,Charles,Thomas,11025 Broad St,Brooksville,FL,34601,866107,Western Europe,Male,0.005031294
Grace Community Chr-Mcdowell,Sotheywillknow.Org,Jerry,Lewis,5182 US 70 W,Marion,NC,28752,866107,Western Europe,Male,0.005052493
Las Vegas Bible Church,Lasvegasbiblechurch.Org,,,850 S Durango,North Las Vegas,NV,89031,866107,Uncoded,,0.005057784
John Wesley United Methodist,Johnwesleyumc.Com,Armando,Rodriguez Jr,1689 Old Saint Augustine Rd,Tallahassee,FL,32301,866107,Hispanic,Male,0.005061072
Wildwood Baptist Church,Wildwoodbaptist.Org,Brian,Mc Whorter,Van Zandt County Rd 2710,Mabank,TX,75147,866107,Western Europe,Male,0.005067252
Christian Church Disciples,Tndisciples.Org,Beth,Dobyns,7980 Coley Davis Rd # 102,Nashville,TN,37221,866107,Western Europe,Female,0.005072524
First United Methodist Church,Fumcokee.Com,Bruce,Simpson,200 NW 2nd St,Okeechobee,FL,34972,866107,Western Europe,Male,0.005075999
Grace Bible Fellowship,Gbfofantioch.Org,Kirkland A,Smith,1771 Vineyard Dr # 2,Antioch,CA,94509,866107,Western Europe,Male,0.005076573
Calvary Baptist Church,Calvarybaptistchurchandyou.Com,Richard C,Sementilli,792 S Center Ave,New Stanton,PA,15672,866107,Mediterranean,Male,0.005078276
Mt Zion Baptist Church,Mtzionsnowhill.Com,Joe,Poe,410 Dighton Ave,Snow Hill,MD,21863,866107,Western Europe,Male,0.00508997
Bella Vista First United,Lovelearnlead.Com,Jaimie,Alexander,20 Boyce Dr,Bella Vista,AR,72715,866107,Western Europe,Female,0.005091751
American Lutheran Church,Adamslutheran.Com,John,Brink,601 Ash St,Adams,NE,68301,866107,Western Europe,Male,0.005094947
Central Baptist Church,Albanycentralbaptist.Net,James G,Davis,1618 W 3rd Ave,Albany,GA,31707,866107,Western Europe,Male,0.005095952
North Congregational Church,Ucc.Org,Stanley,Youngberg,17 Church St N,New Hartford,CT,6057,866107,Scandinavian,Male,0.005106506
New Community Ctr,Thriveglendora.Org,Barry,Mulock,136 S Valencia Ave,Glendora,CA,91741,866107,Western Europe,Male,0.005107275
Shades Of Grace,Shadesofgrace.Com,Will,Shewey,313 E Sullivan St,Kingsport,TN,37660,866107,Uncoded,Male,0.00510981
Ellendale United Methodist Chr,Ellendaleumc.Org,Lisa,Dodd,200 6th St N,Ellendale,MN,56026,866107,Western Europe,Female,0.005132378
Baptist Deaf Mission-Tdd,Charlottedeafmission.Org,Bob,Moore,301 S Davidson St,Charlotte,NC,28202,866107,Western Europe,Male,0.005132521
Marlboro Christian Church,Marlborochristian.Com,Ed,Carter,9838 Edison St NE,Alliance,OH,44601,866107,Western Europe,Male,0.005134867
Liberty Baptist Church,Libertybc.Org,Phillip,Gandy,485 Old Highway 84 Rd,Waynesboro,MS,39367,866107,Western Europe,Male,0.005135838
People's Baptist Church,Fcamd.Org,,,2208 Veirs Mill Rd # B,Rockville,MD,20851,866107,Uncoded,,0.005136155
Church Of The Lakes,Searchesinteractive.Com,,,43728 Mountain View Rd,Lake Hughes,CA,93532,866107,Uncoded,,0.005138847
Cottage Of Grace Gen Bapt Chr,Cottageofgrace.Com,Michael,Liley,RR 5 Box 627ab,Marble Hill,MO,63764,866107,Western Europe,Male,0.005161881
New Holland Mennonite Church,Newhollandmc.Org,,,18 Western Ave,New Holland,PA,17557,866107,Uncoded,,0.005168747
Collins Hill Baptist Church,Collinshillbc.Org,Billy,Driskell,1612 Collins Hill Rd,Lawrenceville,GA,30043,866107,Western Europe,Male,0.005180792
Mt Dora Seventh-Day Adventist,Mountdora22.Adventistchurchconnect.Org,Michael,Coe,18440 US Highway 441,Mount Dora,FL,32757,866107,Western Europe,Male,0.005182136
Immanuel Lutheran Church,Immanuelseymour.Com,Mary Lou,Siefker,605 S Walnut St,Seymour,IN,47274,866107,Western Europe,Female,0.005182515
All Saints Lutheran Church,Allsaintsorlando.Org,Brian,George,12601 Balcombe Rd,Orlando,FL,32837,866107,Western Europe,Male,0.005197945
Mt Zion Baptist Chr Bookstore,Mtzionkalamazoo.Org,Debra,Mccullough,120 Roberson St,Kalamazoo,MI,49007,594201,Western Europe,Female,0.005200209
Seventh-Day Adventist Church,Yelmsda.Org,Lua,Uelese,17525 State Route 507 SE,Yelm,WA,98597,866107,Far Eastern,Female,0.005203709
Faith Community Church,Oneillfcc.Org,Paul,Harder,515 N 10th St,Oneill,NE,68763,866107,Western Europe,Male,0.005206744
JPL Bible Church,Jplbiblechurch.Org,Steve,Sorensen,39001 Monterey Ave,Rancho Mirage,CA,92270,866107,Scandinavian,Male,0.005209811
First Baptist Church,Crossvillefbc.Org,Chris,Guinn,14909 AL Highway 68,Crossville,AL,35962,866107,Western Europe,Male,0.005219252
Hope & Eternal Life,Clgi.Org,Rocita,Martinez,955 E Main St,Columbus,OH,43205,866107,Hispanic,Female,0.005223868
Faith Baptist Church Oneida,Oneidaschool.Org,M E,Corey,242 Main St,Oneida,NY,13421,866107,Western Europe,,0.005224857
West Houston Bible Church,Westhoustonbiblechurch.Org,Robert L,Dean,1450 W Sam Houston Pkwy N,Houston,TX,77043,866107,Western Europe,Male,0.005236138
Gilbertown Seventh-Day,Gilbertownal.Adventistchurch.Org,Phillip,Roberts,27 Adams Ln,Gilbertown,AL,36908,866107,Western Europe,Male,0.005238895
Community Bible Church,Cbcmemphis.Org,Jim,Rowland,601 N Bellevue Blvd,Memphis,TN,38107,866107,Western Europe,Male,0.005251394
Grace Chapel,Grace.Org,Stephen,Smith,405 E Kentucky Ave,Deland,FL,32724,866107,Western Europe,Male,0.005254152
St Paul Missionary Baptist,Galileegriggs.Com,John R,Givens,909 W Brown St,Ennis,TX,75119,866107,Western Europe,Male,0.00525864
Waters Edge Church,Mqtchurch.Com,John,Tuttle,1228 Presque Isle Ave,Marquette,MI,49855,866107,Western Europe,Male,0.005264925
Church Of The Good Shepherd,ABC-Usa.Org,,,799 52nd St,Oakland,CA,94609,866107,Uncoded,,0.005283257
Little Rock Baptist Church,Littlerockbc.Org,,,1210 Kenwood Ave,Camden,NJ,8103,866107,Uncoded,,0.005283276
Walker Pentecostal Church,Walkerpentecostalchurch.Com,William M,Allen,9969 Florida Blvd,Walker,LA,70785,866107,Western Europe,Male,0.005289756
St Paul Lutheran Church,Stpaulvernon.Net,Paul,Neuberger,4405 Hospital Dr,Vernon,TX,76384,866107,Western Europe,Male,0.005291853
Christian Development Ctr,Cdcfamily.Org,Dessie,Pollard,1841 Evergreen Ave,Jacksonville,FL,32206,821101,Western Europe,Female,0.005301912
Early Hope Baptist Church,Earlyhopeministries.Com,,,3162 Highway 162,Covington,GA,30016,866107,Uncoded,,0.005304138
United Presbyterian Church,Unitedpresbyterianchurch.Org,Laura,Walters-Basket,730 Beville Rd,Daytona Beach,FL,32114,866107,Western Europe,Female,0.005305302
Naranja Park Baptist Church,Naranjaparkbaptistchurch.Com,Jerry,Wheat,13295 SW 268th St,Homestead,FL,33032,866107,Western Europe,Male,0.005310016
Bethel United Methodist Church,Bethelgreerumc.Org,Morris,Waymer,105 E Arlington Ave,Greer,SC,29651,866107,Western Europe,Male,0.005317784
Quail Lake Community Church,Quaillakecc.Com,,,3701 Ashlan Ave,Clovis,CA,93619,866107,Uncoded,,0.005327168
Brighton Church-The Nazarene,Thenaz.Org,Ben D,Walls,7669 Brighton Rd,Brighton,MI,48116,866107,Western Europe,Male,0.005333384
Liberty Baptist Church,Discoverachurchinthesmokies.Com,Dan,Suttles,661 Wears Valley Rd,Pigeon Forge,TN,37863,866107,Western Europe,Male,0.005335673
Cooper Seventh-Day Adventist,Cooperseventhdayadventist.Org,Esequias,Perea Jr,1192 Texas Highway 24 N,Cooper,TX,75432,866107,Hispanic,Male,0.005337023
Quest Community Church,Questcommunity.Com,Pete,Hise,410 Sporting Ct,Lexington,KY,40503,866107,Uncoded,Male,0.005346093
St Mark's Episcopal Cathedral,Saintmarks.Org,Rebecca,Mc Clain,1245 10th Ave E,Seattle,WA,98102,866107,Western Europe,Female,0.005349473
Pilgrim Baptist Church,Pilgrimbaptistchurchchicago.Net,H C,Hudson,3300 S Indiana Ave,Chicago,IL,60616,866107,Western Europe,,0.005356137
Concord Road Church Of Christ,Concordroadchurchofchrist.Com,Dan,Chambers,8221 Concord Rd,Brentwood,TN,37027,866107,Western Europe,Male,0.00536369
Apison Seventh-Day Adventist,Apisonchurch.Org,Brian,Burgess,11421 Bates Rd,Apison,TN,37302,866107,Western Europe,Male,0.005371002
Eighth Street Baptist Church,Forministry.Com/30024esbc,Antoine,Lucas,408 Palace St,Griffin,GA,30223,866107,African American,Male,0.005378042
Korean Church Of A & M,Kctamu.Org,,,6928 Raymond Stotzer Pkwy,College Station,TX,77845,866107,Uncoded,,0.005378858
Faith Baptist Church,Faithbcfbg.Com,George,Watts,3022 N State Highway 16,Fredericksburg,TX,78624,866107,Western Europe,Male,0.005379879
Iglesia Cristiana Discipulos,Discipulosnaranjito.Org,Patrea,Rivera,,Naranjito,PR,719,866107,Hispanic,Female,0.005381741
St Matthew's Lutheran Church,Stmattlc.Info,,,222 Church St,Lehighton,PA,18235,866107,Uncoded,,0.00538511
Cristiana Elim,Elimva.Com,,,7555 Centreville Rd,Manassas,VA,20111,866107,Uncoded,,0.005399672
Real Life Church,Reallifeak.Org,Barry D,Orzalli Jr,10697 E Palmer Wasilla Hwy,Palmer,AK,99645,866107,Mediterranean,Male,0.005402883
Genesis Metro Church,Genesismetro.Org,,,4971 Golfside Dr,Frisco,TX,75035,866107,Uncoded,,0.005404875
Calvary Baptist Church,Calvaryozark.Com,Coyce,Couch,1504 W School St,Ozark,AR,72949,866107,Western Europe,Male,0.005411898
Christ's Church Of Tucson,Tucsonchurches.Org,Dale,Briggs,2727 S Langley Ave,Tucson,AZ,85730,866107,Western Europe,Male,0.005420665
Mineral Ridge Church Of Christ,Ourpassionisyou.Com,Bob,Gleason,3911 Main St,Mineral Ridge,OH,44440,866107,Western Europe,Male,0.00542591
Central Union Baptist Church,Centralunion.Net,K Daniel,Dawsey,501 Preston St,Fort Valley,GA,31030,866107,Western Europe,Male,0.005434987
Beachside Church,Salty.Org,Robbie,O'Brien,221 Vining Ct,Ormond Beach,FL,32176,866107,Western Europe,Male,0.005449182
Zebulon Baptist Church,Zebulonbaptist.Com,L Jack,Glasgow Jr,400 N Arendell Ave,Zebulon,NC,27597,866107,Western Europe,Male,0.005464024
Life Center Church,Lifecenterchurch321.Com,Serena,Arnold,6770 S Washington Ave # 1,Titusville,FL,32780,866107,Western Europe,Female,0.005469556
Inner City Church Of Christ,Innercitycocva.Org,Sean,Bracy,1570 N Military Hwy,Norfolk,VA,23502,866107,Western Europe,Male,0.005479833
Weiser Worship Ctr,Weiserworship.Org,Ron,Osborne,2430 Upper Rd,Weiser,ID,83672,866107,Western Europe,Male,0.005497501
Family Bible Fellowship,Crossroadscanton.Com,Mark,Robinson,1930 S Trade Days Blvd,Canton,TX,75103,866107,Western Europe,Male,0.005503832
Sunrise Baptist Church,Sunrisecommunitychurch.Org,,,1109 Wilhelm Ave,Pittsburgh,PA,15236,866107,Uncoded,,0.005506619
Cornerstone Family Church,Cfctulsa.Org,Ken,Savage,3434 S Garnett Rd,Tulsa,OK,74146,866107,Western Europe,Male,0.005510275
New Covenant Assembly-God Chr,Galenalogchurch.Org,Tim,Ahrenholtz,11800 W Red Gates Rd,Galena,IL,61036,866107,Western Europe,Male,0.005512353
St Andrew Lutheran Church,Standrewlv.Org,Phillip J,Shuart,8901 Del Webb Blvd,Las Vegas,NV,89134,866107,Western Europe,Male,0.005515207
Fortress Of Truth,Fortressoftruth.Org,Michael,Torres,4500 W Caldwell Ave,Visalia,CA,93277,866107,Hispanic,Male,0.005518421
Dodson United Methodist Church,La-Umc.Org/Churches/Detail/4795,Richard C,Hooton,107 E Stovall St,Dodson,LA,71422,866107,Western Europe,Male,0.005525251
Christ Community Fellowship,Ccfhamilton.Org,Preston,Headrick,111 1st Ave SW,Hamilton,AL,35570,866107,Western Europe,Male,0.00552734
Java Village Baptist Church,Javachurch.Net,,,4552 Route 78,Java Village,NY,14083,866107,Uncoded,,0.005530823
Central United Methodist Chr,Centralumcalbemarle.Org,Earl,Bradshaw,172 N 2nd St,Albemarle,NC,28001,866107,Western Europe,Male,0.005537936
First United Methodist Church,Marionfumc.Org,David S,Woody,115 S Church St,Marion,VA,24354,866107,Western Europe,Male,0.005543321
St John's Lutheran Church Elca,Stjohn-Jvl.Org,Steve,Meysing,2090 Emerson Ave,Alliance,NE,69301,866107,Uncoded,Male,0.005547047
Methodist Medical Ctr-Oak Rdg,Mmcoakridge.Com,Michael,Belbeck,990 Oak Ridge Tpke,Oak Ridge,TN,37830,806202,Uncoded,Male,0.005566974
Immanuel United Methodist Chr,Churchofthebells.Org,William B,Verity,303 Kasson Rd,Camillus,NY,13031,866107,Western Europe,Male,0.005570039
River Valley Christian Fllwshp,Rivervalleybastrop.Org,Kyle,Adams,709 Old Austin Hwy,Bastrop,TX,78602,866107,Western Europe,Male,0.00559228
Fellowship Bible Church,Fellowshipindedham.Org,James,Tozier,47 Milton St,Dedham,MA,2026,866107,Western Europe,Male,0.005622407
Sunflower Missionary Baptist,Leavenworthks.Ors.Kwnews.Com,Hyman L,Jarrett,1708 5th Ave,Leavenworth,KS,66048,866107,Western Europe,Male,0.005631061
St John Lutheran Church & Sch,Stjohnep.Org,Gary,Clark,42 Alta Vista Rd,Eagle Point,OR,97524,866107,Western Europe,Male,0.005646974
Westminster Church-Brethren,Westminsterbrethren.Org,Barbara,Groff,1 Park Ave,Westminster,MD,21157,866107,Western Europe,Female,0.005671799
Good Shepherd Lutheran Church,Goodshepherdtoledo.Org,Bradford,Scott,3934 W Laskey Rd,Toledo,OH,43623,866107,Western Europe,Male,0.00569017
Believer's Chapel,Believers-Chapel.Com,,,1820 S Rutherford Blvd,Murfreesboro,TN,37130,866107,Uncoded,,0.005693177
Lord Of New Life Lutheran Chr,Lordofnewlife.Org,Kurt,Eichinger,3021 E Hubbard Rd,Midland,MI,48642,866107,Western Europe,Male,0.005696965
Community Presbyterian Church,Lbtscc.Org,James,Goldsmith,4433 Bougainvilla Dr,Lauderdale By The Sea,FL,33308,866107,Not Available,Male,0.005698356
From The Heart Chr Ministries,Fthcm.Org,,,1100 N Sharon Amity Rd,Charlotte,NC,28211,866107,Uncoded,,0.005700354
Iglesia Casa De Fe,Casadefetx.Com,Ricardo,Aguilar,102 N Adams St,Carthage,TX,75633,866107,Hispanic,Male,0.005701309
Trinity Lutheran Church,Trinluth.Org,Thomas,Wirsing,801 S Madison St,Bloomington,IL,61701,866107,Uncoded,Male,0.005706949
Christ Community Church,Cccpinehurst.Org,Dean,Engebretson,220 Campground Rd,West End,NC,27376,866107,Scandinavian,Male,0.00570931
Nottingham Baptist Church,Nottinghambaptist.Org,David,Chapman,2921 Bishop Rd,Wickliffe,OH,44092,866107,Western Europe,Male,0.0057113
New Covenant Church-Brethren,Campithiel.Org,Steve,Horrell,2037 Hempel Ave,Gotha,FL,34734,866107,Western Europe,Male,0.005719193
Corinth Christian Church,Corinthchristian.Org,Quintin,Mc Nabb,330 Old Corinth Owenton Rd,Corinth,KY,41010,866107,Western Europe,Male,0.005729097
Radiant Life Church,Rlcwadsworth.Com,Lance J,Porubsky,844 Hartman Rd,Wadsworth,OH,44281,866107,Eastern European,Male,0.0057359
West Main Church Of Christ,Church-Of-Christ.Org,,,1190 W Main St,Franklin,TN,37064,866107,Uncoded,,0.005739369
